line_id,speaker,type,text
2688,DA JOYCE RAFFERTY,dialogue,Have you and Mrs. Windham had sexual
2689,DA JOYCE RAFFERTY,dialogue,relations?
2690,ENRIQUE,dialogue,Y es!   Okay? Yes!
2691,ENRIQUE,dialogue,"The courtroom gasps. Elle looks over at Brooke, who's"
2692,ENRIQUE,dialogue,"shaking her head, outraged."
2693,ENRIQUE,dialogue,105   INT. COURTROOM - MOMENTS LATER                                105
2694,ENRIQUE,dialogue,"Everyone files out.    As Brooke is being led away, she turns"
2695,ENRIQUE,dialogue,to Elle.
2696,BROOKE,dialogue,I'm not having an affair with Enrique --
2697,BROOKE,dialogue,you know a Delta Gamma would never sleep
2698,BROOKE,dialogue,with a man who wears a thong! I just
2699,BROOKE,dialogue,liked watching him bend over to clean the
2700,BROOKE,dialogue,f i lt e r --
2703,ELLE,dialogue,I believe you! Don't worry.
2704,ELLE,dialogue,Brooke is taken away.
2705,ELLE,dialogue,106   INT. ELLE'S DORM ROOM - NIGHT                                   106
2706,ELLE,dialogue,"Elle, in sweats and a pony-tail, pours over a mammoth-sized"
2707,ELLE,dialogue,deposition. A KNOCK sounds.
2708,ELLE,dialogue,Come in.
2709,ELLE,dialogue,Sarah enters.
2710,SARAH,stage_direction,(re the depo)
2711,SARAH,dialogue,You done with that yet?
2712,SARAH,dialogue,Elle hands the deposition over.
2713,ELLE,dialogue,Take it. I've read it twenty times.
2714,ELLE,dialogue,She grabs another one off of the stack and begins reading.
2715,ELLE,dialogue,Sarah lingers.
2716,SARAH,dialogue,"I believe her, too. I don't think she's"
2717,SARAH,dialogue,having an affair with Enrique.
2718,ELLE,dialogue,Too bad you and I are the only ones.
2719,SARAH,dialogue,I ' m still can't believe you didn't tell
2720,SARAH,dialogue,Donovan the alibi.
2721,SARAH,dialogue,"Elle looks up, defensive."
2722,ELLE,dialogue,It's not my alibi to tell --
2723,SARAH,stage_direction,(interrupting)
2724,SARAH,dialogue,I know. I thought that was very --
2725,SARAH,dialogue,classy of you.          .
2726,ELLE,stage_direction,(surprised)
2727,ELLE,dialogue,Really? Thanks.
2728,ELLE,dialogue,"Sarah starts to go, then stops."
2731,SARAH,dialogue,y                   Have you ever noticed that Donovan never
2732,SARAH,dialogue,asks Warner to bring him coffee? He's
2733,SARAH,dialogue,asked me at least a dozen times.
2734,SARAH,dialogue,Elle shrugs.
2735,ELLE,dialogue,Men are helpless.     You know that.
2736,ELLE,dialogue,"Sarah lingers, leaning on the edge of the couch."
2737,SARAH,dialogue,Warner can't even do his own laundry.
2738,ELLE,dialogue,I know.     He has it sent out.
2740,SARAH,dialogue,Did you know he got wait-listed when he
2741,SARAH,dialogue,appli ed? His father had to make a call.
2742,ELLE,stage_direction,(stunned)
2743,ELLE,dialogue,You're kidding!
2744,ELLE,dialogue,A KNOCK sounds on the open door and Margot and Serena poke
2745,ELLE,dialogue,their heads in.
2746,MARGOT AND SERENA,dialogue,Surprise!
2747,ELLE,dialogue,"Oh, my God!                       ' -."
2748,ELLE,dialogue,"Sarah watches as Elle jumps up to hug the girls, who each"
2749,ELLE,dialogue,have a bottle of Veuve Cliquot in their hands.
2750,ELLE,stage_direction,(continuing)
2751,ELLE,dialogue,What're you doing here?!
2752,SERENA,dialogue,We're on our way to the bridal show in
2753,SERENA,dialogue,New York so we thought we'd rescue you
2754,SERENA,dialogue,from law school for the night.
2755,MARGOT,stage_direction,(tempting her)
2756,MARGOT,dialogue,We have a limo downstairs and lots more
2757,MARGOT,dialogue,of these.
2758,MARGOT,dialogue,She wiggles her champagne bottle.
2761,ELLE,dialogue,You guys -- I can't. We're in the middle
2762,ELLE,dialogue,of a trial.
2763,SERENA,dialogue,Where's Warner?
2764,SARAH,stage_direction,(confused)
2765,SARAH,dialogue,At the office ~
2766,SARAH,dialogue,Margot and Serena look over at her.
2767,MARGOT,dialogue,"Oh, how sweet!        You made friends with a"
2768,MARGOT,dialogue,nerdy girl.
2769,ELLE,dialogue,Margot!
2770,SERENA,dialogue,"Bring her, too."
2771,SERENA,stage_direction,(to Sarah)
2772,SERENA,dialogue,C'mon. You can wear one of Elle's
2773,SERENA,dialogue,outfits.
2774,SARAH,dialogue,T ha t ' s okay --
2775,MARGOT,stage_direction,(to Elle)
2776,MARGOT,dialogue,"Speaking of which, can you please put on"
2777,MARGOT,dialogue,some party clothes? You look like
2778,MARGOT,dialogue,someone rolled you in something sticky
2779,MARGOT,dialogue,and dragged you through a K-Mart.
2780,ELLE,stage_direction,(torn)
2781,ELLE,dialogue,I can't believe you guys are actually
2782,ELLE,dialogue,here -- but this case is important. I'll
2783,ELLE,dialogue,"make it up to you after finals, okay? I"
2784,ELLE,dialogue,promise. I really want to do a good job.
2785,ELLE,dialogue,"Margot and Serena stare at her, realizing she means it."
2786,SERENA,dialogue,Okay. . . Call us if you change your mind.
2787,SERENA,dialogue,They start to head out. Margot hands Sa-rah the bottle of champagne.
2788,MARGOT,dialogue,Here.
2791,(CONTINUED),dialogue,She spots The Rock on Sarah's finger and grabs her hand.
2792,MARGOT,stage_direction,(continuing)
2793,MARGOT,dialogue,Jesus. Talk about a Rock. You must be
2794,MARGOT,dialogue,better in bed than you look.
2795,MARGOT,dialogue,Elle hustles them out the door.
2796,ELLE,dialogue,"I'll call you as soon as it's over, okay?"
2797,ELLE,dialogue,Sisters forever?
2798,MARGOT AND SERENA,dialogue,Sister forever.
2799,MARGOT AND SERENA,dialogue,She shuts the door behind them.    Then looks at Sarah.
2800,ELLE,stage_direction,(continuing)
2801,ELLE,dialogue,Sorry about that.
2802,ELLE,dialogue,Sarah sets down the Veuve.
2803,SARAH,dialogue,Save it.
2804,SARAH,dialogue,She smiles at Elle.
2805,SARAH,stage_direction,(continuing)
2806,SARAH,dialogue,We'll drink it after we win.
2807,SARAH,dialogue,Elle smiles .
2808,SARAH,dialogue,107   INT. BEAUTY OASIS - DAY                                         107
2809,SARAH,dialogue,Paulette arranges a nail polish display by the door.
2810,UPS GUY (O.S.),dialogue,I've got a big one for you.
2811,UPS GUY (O.S.),dialogue,Paulette freezes and slowly turns to find UPS Guy holding out
2812,UPS GUY (O.S.),dialogue,a big package.
2813,UPS GUY,dialogue,Can you sign?
2814,UPS GUY,dialogue,"He hands her the computerized tablet and as he does, the pen"
2815,UPS GUY,dialogue,velcroed to the side falls off.
2816,UPS GUY,dialogue,Paulette watches as it FALLS IN SLO-MO. Realizing that now
2817,UPS GUY,dialogue,is the perfect time to try the Bend & Snap.
2820,(CONTINUED),dialogue,"She bends slowly, tush out, knee cocked. She grabs the pen"
2821,(CONTINUED),dialogue,"and as she prepares to Snap back up, UPS Guy leans over to"
2822,(CONTINUED),dialogue,help.
2823,UPS GUY,stage_direction,(continuing)
2824,UPS GUY,dialogue,Got it?
2825,UPS GUY,dialogue,"Not realizing he's leaning over, she SNAPS back up --"
2826,UPS GUY,dialogue,CLOCKING him in the NOSE with her head.
2827,UPS GUY,dialogue,"He reels backward, holding his nose, blood flowing as"
2828,UPS GUY,dialogue,Paulette stares at him-in horror.
2829,PAULETTE,dialogue,Oh my God!
2830,CUT TO:,dialogue,108   INT. COURTHOUSE - HALLWAY - DAY                               108
2831,CUT TO:,dialogue,"Elle waits in line for the water fountain, talking on her"
2832,CUT TO:,dialogue,cell phone.
2833,ELLE,stage_direction,(into phone)
2834,ELLE,dialogue,You broke his nose?!
2835,ELLE,dialogue,We INTERCUT with Paulette as she watches- UPS Guy being
2836,ELLE,dialogue,carried out by paramedics on a gurney. The ladies of the
2837,ELLE,dialogue,"shop flutter around him, concerned."
2838,UPS GUY,dialogue,I 'm okay --
2839,PAULETTE,dialogue,"I think he noticed me, Elle --"
2840,PAULETTE,stage_direction,(sobbing)
2841,PAULETTE,dialogue,But only because I maimed him!
2842,ELLE,stage_direction,(consoling)
2843,ELLE,dialogue,"I'll be over right after the trial, okay?"
2844,ELLE,dialogue,We're about to cross- examine Enrique.
2845,ELLE,dialogue,And don't worry! My friend Serena barfed
2846,ELLE,dialogue,"on a guy during ""The Blair Witch Project"""
2847,ELLE,dialogue,and end up dating him for three months.
2848,ELLE,dialogue,She hangs up. Enrique cuts in front of her in line for the
2849,ELLE,dialogue,"water fountain. She glares at him, tapping her foot."
2850,ELLE,dialogue,"He finishes getting his drink and turns, looking at her."
2853,ENRIQUE,dialogue,Don't stomp your little Prada sandals at
2854,ENRIQUE,dialogue,"me, Miss Thing."
2855,ENRIQUE,dialogue,"He walks past, as.Elle gapes at him.     Realizing."
2856,ENRIQUE,dialogue,109   INT. COURTROOM - DAY - MOMENTS LATER                           109
2857,ENRIQUE,dialogue,Elle grabs Emmett's arm as he whispers with Donovan.
2858,ELLE,dialogue,He's gay!    Enrique is gay!
2859,EMMETT,dialogue,What?!
2860,EMMETT,dialogue,She grabs Warner as he's passing.
2861,ELLE,dialogue,"Warner, what kind of shoes do I have on?"
2862,ELLE,dialogue,He looks down at her Prada sandals.
2863,WARNER,dialogue,Pink ones.
2864,ELLE,dialogue,See?
2865,ELLE,dialogue,"Donovan frowns, not seeing."
2866,DONOVAN,dialogue,What are you talking about?
2867,ELLE,dialogue,He's gay -- he isn't Brooke's lover!
2868,ELLE,dialogue,He's making it up. Whoever killed
2869,ELLE,dialogue,Heyworth is paying him off.
2870,EMMETT,dialogue,Back up.     How do you know he's gay?
2871,ELLE,dialogue,Gay men know designers.     Straight men
2872,ELLE,dialogue,don't.
2873,ELLE,dialogue,"She points at Warner, who shrugs. Brooke leans over."
2874,BROOKE,dialogue,What's going on?
2875,ELLE,dialogue,Enrique's gay. I ' m sure of it.'
2878,BROOKE,dialogue,He did leave a Cher tape in the pool
2879,BROOKE,dialogue,house once --
2880,BROOKE,dialogue,Donovan scoffs.
2881,DONOVAN,dialogue,While I appreciate your masterful legal
2882,DONOVAN,dialogue,"theory, I have a murder trial to attend"
2883,DONOVAN,dialogue,to.
2884,DONOVAN,dialogue,He grabs Emmett's arm and pulls him aside as they confer on
2885,DONOVAN,dialogue,more serious matters. Emmett looks at her as if to say
2886,DONOVAN,dialogue,"""Sorry"", before he looks back at Donovan."
2887,DONOVAN,dialogue,"Brooke looks at Donovan, then back at Elle, rolling her eyes."
2888,DONOVAN,dialogue,"Elle sits down, pissed. Warner is next to her."
2889,ELLE,dialogue,Thanks for the backup.
2890,WARNER,dialogue,How was I supposed to know what kind of
2891,WARNER,dialogue,shoes you had on?
2892,WARNER,dialogue,"She looks at him like he's a complete idiot, as the judge"
2893,WARNER,dialogue,takes his seat.
2894,WARNER,dialogue,110   INT. COURTROOM - MOMENTS LATER - DAY                          110
2895,WARNER,dialogue,"Donovan is in front of Enrique, who is at the stand."
2896,DONOVAN,dialogue,"Mr. Salvatore, do you have any proof that"
2897,DONOVAN,dialogue,you and Mrs. Windham were having an
2898,DONOVAN,dialogue,affair?
2899,ENRIQUE,dialogue,Just the love in my heart.
2900,ENRIQUE,dialogue,Women in the audience openly sigh.     Elle makes a puke
2901,ENRIQUE,dialogue,gesture. Enid concurs.
2902,ENRIQUE,dialogue,Donovan smiles a smug smile.
2903,DONOVAN,dialogue,"If that's all the proof that he has, your"
2904,DONOVAN,dialogue,"Honor, I think I'm done here."
2905,DONOVAN,dialogue,Emmett stands.
2906,EMMETT,dialogue,"I have a couple of questions, Your Honor?"
2909,(CONTINUED),dialogue,Donovan glares at him.
2910,EMMETT,stage_direction,(continuing; sotto to Donovan)
2911,EMMETT,dialogue,Give me two minutes.
2912,EMMETT,dialogue,He approaches Enrique and starts firing questions at rapid
2913,EMMETT,dialogue,speed.
2914,EMMETT,stage_direction,(continuing)
2915,EMMETT,dialogue,Did you ever take Mrs. Windham on a date?
2916,ENRIQUE,dialogue,Yes.
2917,EMMETT,dialogue,Where?
2918,ENRIQUE,dialogue,A restaurant in Oakland.      Where no one
2919,ENRIQUE,dialogue,would recognize us.
2920,EMMETT,dialogue,And how long have you been sleeping with
2921,EMMETT,dialogue,Mrs. Windham?
2922,.                 ENRIQUE,dialogue,Three months.
2923,EMMETT,dialogue,And what is your boyfriend's name?
2924,ENRIQUE,dialogue,Chuck.
2925,ENRIQUE,dialogue,"The audience lets out a gasp.      Elle looks up, shocked, then"
2926,ENRIQUE,dialogue,delighted.
2927,ENRIQUE,dialogue,Enrique begins to sweat.
2928,ENRIQUE,stage_direction,(continuing)
2929,ENRIQUE,dialogue,"I ' m sorry, I misunderstood.   Chuck is"
2930,ENRIQUE,dialogue,just a friend.
2931,ENRIQUE,dialogue,"CHUCK, scrawny and angry, stands up in the audience."
2932,CHUCK,dialogue,"If I ' m just your friend, why have we been"
2933,CHUCK,dialogue,doing the slippy-slap every night for the
2934,CHUCK,dialogue,past six months?
2937,(CONTINUED),dialogue,The courtroom ERUPTS and the judge bangs the gavel.
2938,(CONTINUED),dialogue,Elle smiles victoriously from her seat.   Emmett grins back at
2939,(CONTINUED),dialogue,her.
2940,(CONTINUED),dialogue,"Donovan shakes his head, smiling in amazement."
2941,(CONTINUED),dialogue,111   EXT. COURTHOUSE - DAY                                           111
2942,(CONTINUED),dialogue,Elle and Emmett walk down the stairs together in high
2943,(CONTINUED),dialogue,spirits. Donovan catches up.
2944,DONOVAN,dialogue,"Good work today, Ms. Woods."
2945,ELLE,dialogue,Thank you!
2946,ELLE,dialogue,"He walks on.   She looks at Emmett, excited.   He high-fives"
2947,ELLE,dialogue,her.
2948,ELLE,dialogue,112   INT. BEAUTY OASIS - NIGHT                                       112
2949,ELLE,dialogue,Paulette is closing up as Elle follows her around.
2950,PAULETTE,stage_direction,"(in a giddy, rush)"
2951,PAULETTE,dialogue,"And after they set his nose, he came back"
2952,PAULETTE,dialogue,for his truck and I offered to drive for
2953,PAULETTE,dialogue,him since he was still on pain-killers
2954,PAULETTE,dialogue,and we spent the whole afternoon
2955,PAULETTE,dialogue,together! He was unconscious for part of
2956,PAULETTE,dialogue,"it, but it was really fun!"
2957,ELLE,stage_direction,(hugging Paulette)
2958,ELLE,dialogue,I ' m so happy for you!
2959,PAULETTE,dialogue,How'd it go at the trial?
2960,ELLE,dialogue,Great. Donovan actually said the words
2961,ELLE,dialogue,"""Good work, Ms. Woods"". He takes me"
2962,ELLE,dialogue,seriously! Can you believe it?
2963,PAULETTE,dialogue,Of course I can believe it. You're going
2964,PAULETTE,dialogue,to make a great lawyer.
2965,PAULETTE,dialogue,Paulette looks at Elle. Emotional.
2968,PAULETTE,stage_direction,(continuing)
2969,PAULETTE,dialogue,"Elle, you've changed my life. You are"
2970,PAULETTE,dialogue,"the kindest, most wonderful angel."
2971,PAULETTE,dialogue,"Without you, I wouldn't have Rufus or a"
2972,PAULETTE,dialogue,dinner date. Now go and share your
2973,PAULETTE,dialogue,goodness with the world while I stay here
2974,PAULETTE,dialogue,and have my hoo-hoo waxed.
2975,PAULETTE,dialogue,"113   INT. AUSTEN, JARET, PLATT AND DONOVAN - HALLWAY - NIGHT     113"
2976,PAULETTE,dialogue,"Elle passes Sarah, who carries a stack of depos into the"
2977,PAULETTE,dialogue,conference room to Dick and Bobby.
2978,SARAH,dialogue,Donovan asked to see you before you                         '
2979,SARAH,dialogue,leave.
2980,ELLE,stage_direction,(excited)
2981,ELLE,dialogue,Really?
2982,SARAH,dialogue,He's already got his coffee -- maybe he
2983,SARAH,dialogue,needs a donut.
2984,SARAH,dialogue,They share a smile as Elle walks over to Donovan's glass-
2985,SARAH,dialogue,walled office and knocks on the door. Nervous.
2986,DONOVAN,dialogue,Come on in.
2987,DONOVAN,dialogue,"He beckons her inside, and she goes, shutting the door behind"
2988,DONOVAN,dialogue,her.
2989,DONOVAN,dialogue,114   INT. DONOVAN'S OFFICE - NIGHT                                    114
2990,DONOVAN,dialogue,He's behind his desk. He motions for her to sit in one of
2991,DONOVAN,dialogue,the two chairs opposite him.
2992,DONOVAN,dialogue,Sit down.
2993,ELLE,dialogue,Is everything okay?
2994,DONOVAN,dialogue,You followed your intuition today and you
2995,DONOVAN,dialogue,".       were right on target. I should""ve"
2996,DONOVAN,dialogue,listened.
2999,ELLE,stage_direction,(stunned)
3000,ELLE,dialogue,Thank you.
3001,DONOVAN,dialogue,Ab ou t the alibi --
3002,DONOVAN,dialogue,"She sighs,"
3003,ELLE,dialogue,"I ' m sorry, but --"
3004,DONOVAN,stage_direction,(cutting her off)
3005,DONOVAN,dialogue,I ' m impressed that you took the
3006,DONOVAN,dialogue,initiative to go there and get it. That's
3007,DONOVAN,dialogue,what makes a good lawyer. And on top of
3008,DONOVAN,dialogue,"that, you gained the client's trust and"
3009,DONOVAN,dialogue,kept it.. That' s what makes a great
3010,DONOVAN,dialogue,"lawyer. You're smart, Elle. Smarter than                  ."
3011,DONOVAN,dialogue,most of the guys I have on my payroll.
3012,DONOVAN,dialogue,Elle is overwhelmed by his praise.
3013,ELLE,dialogue,Wow. That means so much to me to hear you
3014,ELLE,dialogue,say that.
3015,ELLE,dialogue,Donovan walks around his desk and sits in the chair opposite
3016,ELLE,dialogue,her.
3017,DONOVAN,dialogue,I think it's time discuss your career
3018,DONOVAN,dialogue,path. Have you thought about where you
3019,DONOVAN,dialogue,might be a summer associate?
3020,ELLE,stage_direction,(still overwhelmed)
3021,ELLE,dialogue,Not really. I know how competitive it       .    .
3022,ELLE,dialogue,a l l is --
3023,ELLE,dialogue,He smiles.
3024,DONOVAN,dialogue,You know what competition is really
3025,DONOVAN,dialogue,"about, don't you?"
3026,DONOVAN,dialogue,"Eager for his knowledge, Elle is on the edge of her seat. He"
3027,DONOVAN,dialogue,leans in.
3028,DONOVAN,stage_direction,(continuing)
3029,DONOVAN,dialogue,It's about ferocity. Carnage.
3032,DONOVAN,dialogue,Balancing human intelligence with animal
3033,DONOVAN,dialogue,diligence. Knowing exactly what you want
3034,DONOVAN,dialogue,and how far you'll go to get it. How far
3035,DONOVAN,dialogue,will Elle go?
3036,DONOVAN,dialogue,"As he says the last sentence, he SLIDES his hand UP HER"
3037,THIGH.,dialogue,115   OUTSIDE DONOVAN'S OFFICE                                              115
3038,THIGH.,dialogue,"Sarah walks down the hallway, glancing in Donovan's office to see --"
3039,THIGH.,dialogue,H E R POV --
3040,THIGH.,dialogue,Donovan's hand sliding up Elle's skirt.         She shakes her head
3041,THIGH.,dialogue,"in disgust, & heads off- NOT SEEING"
3042,THIGH.,dialogue,116   INT. DONOVAN'S OFFICE                                                 116
3043,THIGH.,dialogue,"Elle stares at Donovan in horror, then grabs his hand --"
3044,THIGH.,dialogue,stopping its journey upward.
3045,ELLE,stage_direction,(upset)
3046,ELLE,dialogue,You're hitting on me?
3047,DONOVAN,dialogue,"You're a beautiful girl, Elle."
3048,ELLE,dialogue,So everything you just said --?
3049,DONOVAN,dialogue,I ' m a man who knows what I want.
3050,DONOVAN,dialogue,"Elle rises, stung.       She stares at him for a beat."
3051,ELLE,dialogue,And I ' m a law student who's finally
3052,ELLE,dialogue,realized her professor is a pathetic
3053,ELLE,dialogue,asshole.
3054,ELLE,dialogue,She walks out.
3055,DONOVAN,stage_direction,(calling out)
3056,DONOVAN,dialogue,Too bad. I thought you were a law
3057,DONOVAN,dialogue,student who wanted to be a lawyer.
3058,DONOVAN,dialogue,Elle keeps walking.
3060,DONOVAN,dialogue,"117   INT. AUSTEN, JARET, PLATT ETC. - ELEVATOR - MOMENT LATER      117"
3061,DONOVAN,dialogue,Elle is in the elevator. Flushed and upset. As the doors
3062,DONOVAN,dialogue,"start to close, Sarah sticks her arm in, blocking them."
3063,SARAH,dialogue,You almost had me fooled.
3064,ELLE,dialogue,What?
3065,SARAH,dialogue,Maybe you should sleep with the judge
3066,SARAH,dialogue,too. Then we can win the case.
3067,SARAH,dialogue,"Sarah steps back, letting the doors shut."
3068,SARAH,dialogue,118   INT. BUILDING LOBBY - NIGHT                                    118
3069,SARAH,dialogue,"Elle stomps out of the elevator, as Emmett gets in."
3070,EMMETT,stage_direction,(smiling)
3071,EMMETT,dialogue,He y --
3072,ELLE,dialogue,I'm quitting.
3073,ELLE,dialogue,"She marches past.   He follows, catching up."
3074,EMMETT,dialogue,Whoa -- Why?
3075,ELLE,dialogue,Law school was a mistake.   Getting this
3076,ELLE,dialogue,internship was a mistake.
3077,EMMETT,dialogue,What're you talking about? You earned
3078,EMMETT,dialogue,it-
3079,EMMETT,dialogue,She snorts.
3080,ELLE,dialogue,I didn't earn anything. I got this
3081,ELLE,dialogue,internship because Donovan liked the way
3082,ELLE,dialogue,I looked. Which he made clear .tonight
3083,ELLE,dialogue,when he tried to feel me up.
3084,ELLE,dialogue,Emmett looks pissed as he processes this.
3087,EMMETT,stage_direction,(mind reeling)
3088,EMMETT,dialogue,So now you're --?
3089,. ELLE,dialogue,Going back to LA. Maybe I can fulfill my
3090,. ELLE,dialogue,destiny as a useless bimbo and join the
3091,. ELLE,dialogue,Swedish Bikini Team. No more navy blue
3092,. ELLE,dialogue,suits. No more panty-hose. No more
3093,. ELLE,dialogue,trying to be something I ' m not.
3094,EMMETT,dialogue,What if you're trying to be something you
3095,EMMETT,dialogue,are? The hell with Donovan. Stay.
3096,EMMETT,dialogue,"She stops, giving him a sad smile."
3097,ELLE,dialogue,Thanks for not treating me the way
3098,ELLE,dialogue,everyone else here does. Call me if
3099,ELLE,dialogue,you're ever in California.
3100,ELLE,dialogue,"She walks out.   Emmett watches her go, hating it."
3101,ELLE,dialogue,119   EXT. BEAUTY OASIS - NIGHT                                       119
3102,ELLE,dialogue,"Elle's Boxster, packed with suitcases and the potted palm,"
3103,ELLE,dialogue,pulls up.
3104,ELLE,dialogue,120   INT. BEAUTY OASIS - NIGHT                                       120
3105,ELLE,dialogue,"Elle sits in front of Paulette, dejected.   Not even bothering"
3106,ELLE,dialogue,with a manicure.
3107,PAULETTE,stage_direction,(upset)
3108,PAULETTE,dialogue,You can't go home!
3109,ELLE,dialogue,What's the point of staying? All people
3110,ELLE,dialogue,see when they look at me is blonde hair
3111,ELLE,dialogue,and big boobs. No one's ever going to
3112,ELLE,dialogue,take me seriously. The people at law
3113,ELLE,dialogue,"s chool don't, Warner doesn't -- I don't"
3114,ELLE,dialogue,even think my parents take me seriously.
3115,ELLE,dialogue,They wanted me to grow up and become a
3116,ELLE,dialogue,Victoria's Secret model who marries a
3117,ELLE,dialogue,"rock star. Now, for the first time, it"
3118,ELLE,dialogue,seemed like someone expected me to do
3119,ELLE,dialogue,something better with my life than wear
3120,ELLE,dialogue,underwear for a living. But I was kidding
3121,ELLE,dialogue,mys elf -- Donovan didn't see me as a
3122,ELLE,dialogue,lawyer. He saw me as a piece of ass.
3125,ELLE,dialogue,"Just like everyone else. It turns out, I"
3126,ELLE,dialogue,am a j oke.
3127,ELLE,dialogue,She stands up.
3128,ELLE,stage_direction,(continuing)
3129,ELLE,dialogue,The hell with law school. I just came to
3130,ELLE,dialogue,say goodbye.
3131,IN A NEARBY CHAIR,dialogue,"Professor Elspeth Stromwell spins around, nails drying,"
3132,IN A NEARBY CHAIR,dialogue,facing Elle.
3133,PROFESSOR STROMWELL,dialogue,If you let one stupid prick ruin your
3134,PROFESSOR STROMWELL,dialogue,"life, you're not the girl I thought you"
3135,PROFESSOR STROMWELL,dialogue,were.
3136,PROFESSOR STROMWELL,dialogue,"Elle looks at her, shocked, as Professor Stromwell stands and"
3137,PROFESSOR STROMWELL,dialogue,goes.
3138,PROFESSOR STROMWELL,dialogue,121   INT. JAIL WAITING ROOM - NIGHT                                 121
3139,PROFESSOR STROMWELL,dialogue,CLOSE ON A TV -- Donovan is being interviewed is on the
3140,PROFESSOR STROMWELL,dialogue,evening news.
3141,DONOVAN ON TV,dialogue,Enrique Salvatore has been discredited as a witness.
3142,REPORTER #2 ON TV,dialogue,Did you go in there knowing how you were
3143,REPORTER #2 ON TV,dialogue,going to discredit Mr. Salvatore?
3144,DONOVAN ON TV,dialogue,Absolutely. It's a little thing I like
3145,DONOVAN ON TV,dialogue,to call strategy.
3146,DONOVAN ON TV,dialogue,He gives the reporters a smug smile.
3147,IN THE WAITING ROOM,dialogue,"Brooke looks away from the TV. Emmett is next to her,"
3148,IN THE WAITING ROOM,dialogue,prepping her for the following day.
3149,BROOKE,dialogue,Is he always such an ass?
3150,EMMETT,stage_direction,(containing himself)
3151,EMMETT,dialogue,He's the top defense attorney in the
3152,EMMETT,dialogue,state. Of course he's an ass.
3157,"""^                                  BROOKE",dialogue,..J                    But is he an ass that's gonna win my case?
3158,EMMETT,dialogue,He's an ass that's gonna try.
3159,BROOKE,dialogue,"He thinks I ' m guilty, doesn't he?"
3160,EMMETT,dialogue,That's not what's important.
3161,BROOKE,dialogue,To me it is. He doesn't trust me. Why
3162,BROOKE,dialogue,should I trust him?
3163,BROOKE,dialogue,Emmett thinks for a moment. Then looks at Brooke.
3164,EMMETT,dialogue,You're right. Why should you?
3165,EMMETT,dialogue,122   EXT. COURTHOUSE - DAY                                            122
3166,EMMETT,dialogue,People enter. Reporters set up their cameras. Dorky David
3167,EMMETT,dialogue,passes by in a suit and tie.
3168,EMMETT,dialogue,123   INT. COURTHOUSE - HALLWAY - DAY                                  123
3169,EMMETT,dialogue,Donovan and Emmett head into the courtroom.
3170,DONOVAN,dialogue,Keep that bitch away from me.
3171,EMMETT,dialogue,She's our client.
3172,DONOVAN,dialogue,Not Brooke. Elle.
3173,EMMETT,stage_direction,(blatantly pissed)
3174,EMMETT,dialogue,Funny how a woman can turn into a bitch
3175,EMMETT,dialogue,"just by saying ""no""."
3176,EMMETT,dialogue,Donovan glares at Emmett as they continue in.
3177,EMMETT,dialogue,"Behind them -- SARAH stops in her tracks, having heard all of"
3178,EMMETT,dialogue,this.
3179,EMMETT,dialogue,124   INT. COURTROOM - MOMENTS LATER                                   124
3180,EMMETT,dialogue,"/ """""""" ',        Donovan takes his seat next to Brooke.   She smiles at him."
3181,EMMETT,dialogue,v_ J
3184,DONOVAN,dialogue,What're you so happy about? You're on
3185,DONOVAN,dialogue,trial for murder.
3186,BROOKE,dialogue,Get up.
3187,DONOVAN,dialogue,What?
3188,BROOKE,dialogue,You're fired. I have new representation.
3189,DONOVAN,dialogue,Who?
3190,DONOVAN,dialogue,"The door of the courtroom BANGS open and ELLE STRIDES IN,"
3191,DONOVAN,dialogue,"dressed in a Prada mini-dress, Underdog in her purse. She"
3192,DONOVAN,dialogue,"blows a bubble, lets it pop, then sets her briefcase down"
3193,DONOVAN,dialogue,next to Donovan's.
3194,'                ELLE,stage_direction,(to Donovan)
3195,ELLE,dialogue,Excuse you. You're in my way.
3196,ELLE,dialogue,She nudges him aside.      Donovan looks at Brooke.
3197,DONOVAN,dialogue,She's a law student.       She can't defend
3198,DONOVAN,dialogue,you.
3199,DONOVAN,dialogue,"Dorky David steps up, holding out a marked casebook."
3200,DORKY DAVID,dialogue,Massachusetts Supreme Judicial Court Rule                    .
3202,ELLE,dialogue,(to Donovan)                             -
3203,ELLE,dialogue,See?
3204,JUDGE,dialogue,"Counselors, approach the bench."
3205,JUDGE,dialogue,Elle starts to head up.
3206,DONOVAN,dialogue,You're not going up there.
3207,ELLE,dialogue,"Yes, I am."
3210,BROOKE,stage_direction,(to Donovan)
3211,BROOKE,dialogue,I don't think you heard me. You're fired.
3212,BROOKE,dialogue,She's my lawyer.
3213,JUDGE,dialogue,"Counselors, now.    All of you."
3214,JUDGE,dialogue,"Elle, Donovan and Emmett head up, as does the DA.      Elle hands"
3215,JUDGE,dialogue,the judge the case book.
3216,ELLE,dialogue,"Elle Woods, your honor. Rule 3:03 of the"
3217,ELLE,dialogue,Supreme Judicial Court states that a law
3218,ELLE,dialogue,student may appear on behalf of a
3219,ELLE,dialogue,defendant in criminal proceedings.
3220,DA JOYCE RAFFERTY,stage_direction,(stoked)
3221,DA JOYCE RAFFERTY,dialogue,I have no problem with this.
3222,DONOVAN,dialogue,I do.   I'm not allowing it.
3223,ELLE,stage_direction,(pointedly)
